Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	streamId	rnti	tbSize	mcs	rv	SINR(dB)	CQI	corrupt	TBler
0.403929	DL	40	3	0	1	12	1	0	0	1	416	0	0	50.0359	15	0	0
0.404929	DL	40	4	0	1	12	1	0	0	1	416	0	0	49.987	15	0	0
0.405929	DL	40	5	0	1	12	1	0	0	1	416	0	0	49.9074	15	0	0
0.406929	DL	40	6	0	1	12	1	0	0	1	416	0	0	49.7982	15	0	0
0.407929	DL	40	7	0	1	12	1	0	0	1	416	0	0	49.6604	15	0	0
0.408929	DL	40	8	0	1	12	1	0	0	1	416	0	0	49.496	15	0	0
0.409929	DL	40	9	0	1	12	1	0	0	1	12976	27	0	46.2969	15	0	0
0.409929	DL	40	9	0	1	12	1	0	1	1	416	0	0	45.8169	15	0	0
0.410929	DL	41	0	0	1	12	1	0	0	1	12976	27	0	46.087	15	0	0
0.410929	DL	41	0	0	1	12	1	0	1	1	416	0	0	45.2102	15	0	0
0.411929	DL	41	1	0	1	12	1	0	0	1	12976	27	0	45.8604	15	0	0
0.411929	DL	41	1	0	1	12	1	0	1	1	416	0	0	44.2466	15	0	0
0.412929	DL	41	2	0	1	12	1	0	0	1	12976	27	0	45.6228	15	0	0
0.412929	DL	41	2	0	1	12	1	0	1	1	416	0	0	43.6143	15	0	0
0.413929	DL	41	3	0	1	12	1	0	0	1	12976	27	0	45.3811	15	0	0
0.413929	DL	41	3	0	1	12	1	0	1	1	416	0	0	43.9567	15	0	0
0.414929	DL	41	4	0	1	12	1	0	0	1	12976	27	0	45.1433	15	1	0.309632
0.414929	DL	41	4	0	1	12	1	0	1	1	416	0	0	44.8953	15	0	0
0.415929	DL	41	5	0	1	12	1	0	0	1	12976	27	0	43.9827	15	0	0
0.415929	DL	41	5	0	1	12	1	0	1	1	12976	27	0	44.9749	15	0	0
0.416929	DL	41	6	0	1	12	1	0	0	1	12976	27	0	43.8737	15	0	0
0.416929	DL	41	6	0	1	12	1	0	1	1	12976	27	0	44.7796	15	0	0
0.417929	DL	41	7	0	1	12	1	0	0	1	12976	27	0	43.5008	15	0	0
0.417929	DL	41	7	0	1	12	1	0	1	1	12976	27	0	44.6188	15	0	0
0.418929	DL	41	8	0	1	12	1	0	0	1	12976	27	0	43.0894	15	0	0
0.418929	DL	41	8	0	1	12	1	0	1	1	12976	27	0	44.5834	15	0	0
0.419929	DL	41	9	0	1	12	1	0	0	1	12976	27	1	45.9596	15	0	0
0.420929	DL	42	0	0	1	12	1	0	0	1	12976	27	0	43.2056	15	0	0
0.420929	DL	42	0	0	1	12	1	0	1	1	12976	27	0	44.8136	15	0	0
0.421929	DL	42	1	0	1	12	1	0	0	1	12976	27	0	43.6362	15	0	0
0.421929	DL	42	1	0	1	12	1	0	1	1	12976	27	0	44.8616	15	0	0
0.422929	DL	42	2	0	1	12	1	0	0	1	12976	27	0	43.8971	15	0	0
0.422929	DL	42	2	0	1	12	1	0	1	1	12976	27	0	44.732	15	0	0
0.423929	DL	42	3	0	1	12	1	0	0	1	12976	27	0	43.7858	15	0	0
0.423929	DL	42	3	0	1	12	1	0	1	1	12976	27	0	44.4682	15	0	0
0.424929	DL	42	4	0	1	12	1	0	0	1	12976	27	0	43.3428	15	0	0
0.424929	DL	42	4	0	1	12	1	0	1	1	12976	27	0	44.2484	15	0	0
0.425929	DL	42	5	0	1	12	1	0	0	1	12976	27	0	42.8941	15	0	0
0.425929	DL	42	5	0	1	12	1	0	1	1	12976	27	0	44.2317	15	0	0
0.426929	DL	42	6	0	1	12	1	0	0	1	12976	27	0	42.8653	15	0	0
0.426929	DL	42	6	0	1	12	1	0	1	1	12976	27	0	44.381	15	0	0
0.427929	DL	42	7	0	1	12	1	0	0	1	12976	27	0	43.2681	15	0	0
0.427929	DL	42	7	0	1	12	1	0	1	1	12976	27	0	44.54	15	0	0
0.428929	DL	42	8	0	1	12	1	0	0	1	12976	27	0	43.6908	15	0	0
0.428929	DL	42	8	0	1	12	1	0	1	1	12976	27	0	44.6285	15	0	0
0.429929	DL	42	9	0	1	12	1	0	0	1	12976	27	0	43.8169	15	0	0
