Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	streamId	rnti	tbSize	mcs	rv	SINR(dB)	CQI	corrupt	TBler
0.403929	DL	40	3	0	1	12	1	0	0	1	416	0	0	63.2217	15	0	0
0.404929	DL	40	4	0	1	12	1	0	0	1	416	0	0	63.3509	15	0	0
0.405929	DL	40	5	0	1	12	1	0	0	1	416	0	0	63.4464	15	0	0
0.406929	DL	40	6	0	1	12	1	0	0	1	416	0	0	63.4958	15	0	0
0.407929	DL	40	7	0	1	12	1	0	0	1	416	0	0	63.5463	15	0	0
0.408929	DL	40	8	0	1	12	1	0	0	1	416	0	0	63.6378	15	0	0
0.409929	DL	40	9	0	1	12	1	0	0	1	12976	27	0	60.7412	15	0	0
0.409929	DL	40	9	0	1	12	1	0	1	1	416	0	0	52.7799	15	0	0
0.410929	DL	41	0	0	1	12	1	0	0	1	12976	27	0	60.8384	15	0	0
0.410929	DL	41	0	0	1	12	1	0	1	1	416	0	0	53.1011	15	0	0
0.411929	DL	41	1	0	1	12	1	0	0	1	12976	27	0	60.8993	15	0	0
0.411929	DL	41	1	0	1	12	1	0	1	1	416	0	0	53.8921	15	0	0
0.412929	DL	41	2	0	1	12	1	0	0	1	12976	27	0	60.9227	15	0	0
0.412929	DL	41	2	0	1	12	1	0	1	1	416	0	0	54.5595	15	0	0
0.413929	DL	41	3	0	1	12	1	0	0	1	12976	27	0	60.9173	15	0	0
0.413929	DL	41	3	0	1	12	1	0	1	1	416	0	0	54.7096	15	0	0
0.414929	DL	41	4	0	1	12	1	0	0	1	12976	27	0	60.9162	15	0	0
0.414929	DL	41	4	0	1	12	1	0	1	1	416	0	0	54.2528	15	0	0
0.415929	DL	41	5	0	1	12	1	0	0	1	12976	27	0	60.3144	15	0	0
0.415929	DL	41	5	0	1	12	1	0	1	1	12976	27	0	60.4597	15	0	0
0.416929	DL	41	6	0	1	12	1	0	0	1	12976	27	0	60.2102	15	0	0
0.416929	DL	41	6	0	1	12	1	0	1	1	12976	27	0	60.5128	15	0	0
0.417929	DL	41	7	0	1	12	1	0	0	1	12976	27	0	60.2462	15	0	0
0.417929	DL	41	7	0	1	12	1	0	1	1	12976	27	0	60.778	15	0	0
0.418929	DL	41	8	0	1	12	1	0	0	1	12976	27	0	60.3595	15	0	0
0.418929	DL	41	8	0	1	12	1	0	1	1	12976	27	0	60.9978	15	0	0
0.419929	DL	41	9	0	1	12	1	0	0	1	12976	27	0	60.4046	15	0	0
0.419929	DL	41	9	0	1	12	1	0	1	1	12976	27	0	60.9937	15	0	0
0.420929	DL	42	0	0	1	12	1	0	0	1	12976	27	0	60.3136	15	0	0
0.420929	DL	42	0	0	1	12	1	0	1	1	12976	27	0	60.7733	15	0	0
0.421929	DL	42	1	0	1	12	1	0	0	1	12976	27	0	60.1579	15	0	0
0.421929	DL	42	1	0	1	12	1	0	1	1	12976	27	0	60.5076	15	0	0
0.422929	DL	42	2	0	1	12	1	0	0	1	12976	27	0	60.0956	15	0	0
0.422929	DL	42	2	0	1	12	1	0	1	1	12976	27	0	60.4426	15	0	0
0.423929	DL	42	3	0	1	12	1	0	0	1	12976	27	0	60.2236	15	0	0
0.423929	DL	42	3	0	1	12	1	0	1	1	12976	27	0	60.6226	15	0	0
0.424929	DL	42	4	0	1	12	1	0	0	1	12976	27	0	60.4322	15	0	0
0.424929	DL	42	4	0	1	12	1	0	1	1	12976	27	0	60.8242	15	0	0
0.425929	DL	42	5	0	1	12	1	0	0	1	12976	27	0	60.525	15	0	0
0.425929	DL	42	5	0	1	12	1	0	1	1	12976	27	0	60.8537	15	0	0
0.426929	DL	42	6	0	1	12	1	0	0	1	12976	27	0	60.4292	15	0	0
0.426929	DL	42	6	0	1	12	1	0	1	1	12976	27	0	60.6918	15	0	0
0.427929	DL	42	7	0	1	12	1	0	0	1	12976	27	0	60.2196	15	0	0
0.427929	DL	42	7	0	1	12	1	0	1	1	12976	27	0	60.476	15	0	0
0.428929	DL	42	8	0	1	12	1	0	0	1	12976	27	0	60.0543	15	0	0
0.428929	DL	42	8	0	1	12	1	0	1	1	12976	27	0	60.4264	15	0	0
0.429929	DL	42	9	0	1	12	1	0	0	1	12976	27	0	60.075	15	0	0
0.429929	DL	42	9	0	1	12	1	0	1	1	12976	27	0	60.6057	15	0	0
0.430929	DL	43	0	0	1	12	1	0	0	1	12976	27	0	60.2437	15	0	0
0.430929	DL	43	0	0	1	12	1	0	1	1	12976	27	0	60.8194	15	0	0
0.431929	DL	43	1	0	1	12	1	0	0	1	12976	27	0	60.3682	15	0	0
0.431929	DL	43	1	0	1	12	1	0	1	1	12976	27	0	60.8607	15	0	0
0.432929	DL	43	2	0	1	12	1	0	0	1	12976	27	0	60.3245	15	0	0
0.432929	DL	43	2	0	1	12	1	0	1	1	12976	27	0	60.6885	15	0	0
0.433929	DL	43	3	0	1	12	1	0	0	1	12976	27	0	60.1605	15	0	0
0.433929	DL	43	3	0	1	12	1	0	1	1	12976	27	0	60.4404	15	0	0
0.434929	DL	43	4	0	1	12	1	0	0	1	12976	27	0	60.0426	15	0	0
0.434929	DL	43	4	0	1	12	1	0	1	1	12976	27	0	60.3481	15	0	0
0.435929	DL	43	5	0	1	12	1	0	0	1	12976	27	0	60.096	15	0	0
0.435929	DL	43	5	0	1	12	1	0	1	1	12976	27	0	60.503	15	0	0
0.436929	DL	43	6	0	1	12	1	0	0	1	12976	27	0	60.2634	15	0	0
0.436929	DL	43	6	0	1	12	1	0	1	1	12976	27	0	60.7397	15	0	0
0.437929	DL	43	7	0	1	12	1	0	0	1	12976	27	0	60.3758	15	0	0
0.437929	DL	43	7	0	1	12	1	0	1	1	12976	27	0	60.8414	15	0	0
0.438929	DL	43	8	0	1	12	1	0	0	1	12976	27	0	60.3211	15	0	0
0.438929	DL	43	8	0	1	12	1	0	1	1	12976	27	0	60.7242	15	0	0
0.439929	DL	43	9	0	1	12	1	0	0	1	12976	27	0	60.125	15	0	0
0.439929	DL	43	9	0	1	12	1	0	1	1	12976	27	0	60.4779	15	0	0
0.440929	DL	44	0	0	1	12	1	0	0	1	12976	27	0	59.9478	15	0	0
0.440929	DL	44	0	0	1	12	1	0	1	1	12976	27	0	60.3198	15	0	0
0.441929	DL	44	1	0	1	12	1	0	0	1	12976	27	0	59.9573	15	0	0
0.441929	DL	44	1	0	1	12	1	0	1	1	12976	27	0	60.3947	15	0	0
0.442929	DL	44	2	0	1	12	1	0	0	1	12976	27	0	60.135	15	0	0
0.442929	DL	44	2	0	1	12	1	0	1	1	12976	27	0	60.5951	15	0	0
0.443929	DL	44	3	0	1	12	1	0	0	1	12976	27	0	60.2973	15	0	0
0.443929	DL	44	3	0	1	12	1	0	1	1	12976	27	0	60.7057	15	0	0
0.444929	DL	44	4	0	1	12	1	0	0	1	12976	27	0	60.3016	15	0	0
0.444929	DL	44	4	0	1	12	1	0	1	1	12976	27	0	60.6237	15	0	0
