Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	streamId	rnti	tbSize	mcs	rv	SINR(dB)	CQI	corrupt	TBler
0.403929	DL	40	3	0	1	12	1	0	0	1	416	0	0	43.1327	15	0	0
0.404929	DL	40	4	0	1	12	1	0	0	1	416	0	0	42.8281	15	0	0
0.405929	DL	40	5	0	1	12	1	0	0	1	416	0	0	42.4981	15	0	0
0.406929	DL	40	6	0	1	12	1	0	0	1	416	0	0	42.1648	15	0	0
0.407929	DL	40	7	0	1	12	1	0	0	1	416	0	0	41.8644	15	0	0
0.408929	DL	40	8	0	1	12	1	0	0	1	416	0	0	41.643	15	0	0
0.409929	DL	40	9	0	1	12	1	0	0	1	12976	27	0	38.5305	15	0	0
0.409929	DL	40	9	0	1	12	1	0	1	1	416	0	0	51.6601	15	0	0
0.410929	DL	41	0	0	1	12	1	0	0	1	12976	27	0	38.5621	15	0	0
0.410929	DL	41	0	0	1	12	1	0	1	1	416	0	0	51.6914	15	0	0
0.411929	DL	41	1	0	1	12	1	0	0	1	12976	27	0	38.7114	15	0	0
0.411929	DL	41	1	0	1	12	1	0	1	1	416	0	0	51.7195	15	0	0
0.412929	DL	41	2	0	1	12	1	0	0	1	12976	27	0	38.9442	15	0	0
0.412929	DL	41	2	0	1	12	1	0	1	1	416	0	0	51.7329	15	0	0
0.413929	DL	41	3	0	1	12	1	0	0	1	12976	27	0	39.226	15	0	0
0.413929	DL	41	3	0	1	12	1	0	1	1	416	0	0	51.724	15	0	0
0.414929	DL	41	4	0	1	12	1	0	0	1	12976	27	0	39.5297	15	0	0
0.414929	DL	41	4	0	1	12	1	0	1	1	416	0	0	51.691	15	0	0
0.415929	DL	41	5	0	1	12	1	0	0	1	12976	27	0	41.6212	15	0	0
0.415929	DL	41	5	0	1	12	1	0	1	1	12976	27	0	41.6714	15	0	0
0.416929	DL	41	6	0	1	12	1	0	0	1	12976	27	0	41.3518	15	0	0
0.416929	DL	41	6	0	1	12	1	0	1	1	12976	27	0	41.1999	15	0	0
0.417929	DL	41	7	0	1	12	1	0	0	1	12976	27	0	41.7132	15	0	0
0.417929	DL	41	7	0	1	12	1	0	1	1	12976	27	0	41.2741	15	0	0
0.418929	DL	41	8	0	1	12	1	0	0	1	12976	27	0	41.9447	15	0	0
0.418929	DL	41	8	0	1	12	1	0	1	1	12976	27	0	41.7534	15	0	0
0.419929	DL	41	9	0	1	12	1	0	0	1	12976	27	0	41.5885	15	0	0
0.419929	DL	41	9	0	1	12	1	0	1	1	12976	27	0	41.684	15	0	0
0.420929	DL	42	0	0	1	12	1	0	0	1	12976	27	0	41.2694	15	0	0
0.420929	DL	42	0	0	1	12	1	0	1	1	12976	27	0	41.1523	15	0	0
0.421929	DL	42	1	0	1	12	1	0	0	1	12976	27	0	41.5577	15	0	0
0.421929	DL	42	1	0	1	12	1	0	1	1	12976	27	0	41.1987	15	0	0
0.422929	DL	42	2	0	1	12	1	0	0	1	12976	27	0	41.8243	15	0	0
0.422929	DL	42	2	0	1	12	1	0	1	1	12976	27	0	41.7385	15	0	0
0.423929	DL	42	3	0	1	12	1	0	0	1	12976	27	0	41.601	15	0	0
0.423929	DL	42	3	0	1	12	1	0	1	1	12976	27	0	41.7121	15	0	0
0.424929	DL	42	4	0	1	12	1	0	0	1	12976	27	0	41.3577	15	0	0
0.424929	DL	42	4	0	1	12	1	0	1	1	12976	27	0	41.135	15	0	0
0.425929	DL	42	5	0	1	12	1	0	0	1	12976	27	0	41.5423	15	0	0
0.425929	DL	42	5	0	1	12	1	0	1	1	12976	27	0	41.111	15	0	0
0.426929	DL	42	6	0	1	12	1	0	0	1	12976	27	0	41.6794	15	0	0
0.426929	DL	42	6	0	1	12	1	0	1	1	12976	27	0	41.6767	15	0	0
0.427929	DL	42	7	0	1	12	1	0	0	1	12976	27	0	41.4201	15	0	0
0.427929	DL	42	7	0	1	12	1	0	1	1	12976	27	0	41.7105	15	0	0
0.428929	DL	42	8	0	1	12	1	0	0	1	12976	27	0	41.228	15	0	0
0.428929	DL	42	8	0	1	12	1	0	1	1	12976	27	0	41.1419	15	0	0
0.429929	DL	42	9	0	1	12	1	0	0	1	12976	27	0	41.4795	15	0	0
0.429929	DL	42	9	0	1	12	1	0	1	1	12976	27	0	41.0598	15	0	0
0.430929	DL	43	0	0	1	12	1	0	0	1	12976	27	0	41.6656	15	0	0
0.430929	DL	43	0	0	1	12	1	0	1	1	12976	27	0	41.5972	15	0	0
