Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	streamId	rnti	tbSize	mcs	rv	SINR(dB)	CQI	corrupt	TBler
0.403929	DL	40	3	0	1	12	1	0	0	1	416	0	0	55.0871	15	0	0
0.404929	DL	40	4	0	1	12	1	0	0	1	416	0	0	55.0133	15	0	0
0.405929	DL	40	5	0	1	12	1	0	0	1	416	0	0	55.0558	15	0	0
0.406929	DL	40	6	0	1	12	1	0	0	1	416	0	0	55.0803	15	0	0
0.407929	DL	40	7	0	1	12	1	0	0	1	416	0	0	55.0556	15	0	0
0.408929	DL	40	8	0	1	12	1	0	0	1	416	0	0	54.9711	15	0	0
0.409929	DL	40	9	0	1	12	1	0	0	1	12976	27	0	51.9735	15	0	0
0.409929	DL	40	9	0	1	12	1	0	1	1	416	0	0	52.7648	15	0	0
0.410929	DL	41	0	0	1	12	1	0	0	1	12976	27	0	52.2545	15	0	0
0.410929	DL	41	0	0	1	12	1	0	1	1	416	0	0	52.6058	15	0	0
0.411929	DL	41	1	0	1	12	1	0	0	1	12976	27	0	52.5837	15	0	0
0.411929	DL	41	1	0	1	12	1	0	1	1	416	0	0	51.987	15	0	0
0.412929	DL	41	2	0	1	12	1	0	0	1	12976	27	0	52.6168	15	0	0
0.412929	DL	41	2	0	1	12	1	0	1	1	416	0	0	51.2154	15	0	0
0.413929	DL	41	3	0	1	12	1	0	0	1	12976	27	0	52.3585	15	0	0
0.413929	DL	41	3	0	1	12	1	0	1	1	416	0	0	51.0667	15	0	0
0.414929	DL	41	4	0	1	12	1	0	0	1	12976	27	0	52.0612	15	0	0
0.414929	DL	41	4	0	1	12	1	0	1	1	416	0	0	51.7476	15	0	0
0.415929	DL	41	5	0	1	12	1	0	0	1	12976	27	0	58.8648	15	0	0
0.415929	DL	41	5	0	1	12	1	0	1	1	12976	27	0	58.9236	15	0	0
0.416929	DL	41	6	0	1	12	1	0	0	1	12976	27	0	58.8688	15	0	0
0.416929	DL	41	6	0	1	12	1	0	1	1	12976	27	0	59.0756	15	0	0
0.417929	DL	41	7	0	1	12	1	0	0	1	12976	27	0	59.0045	15	0	0
0.417929	DL	41	7	0	1	12	1	0	1	1	12976	27	0	59.3559	15	0	0
0.418929	DL	41	8	0	1	12	1	0	0	1	12976	27	0	59.0503	15	0	0
0.418929	DL	41	8	0	1	12	1	0	1	1	12976	27	0	59.4016	15	0	0
0.419929	DL	41	9	0	1	12	1	0	0	1	12976	27	0	58.946	15	0	0
0.419929	DL	41	9	0	1	12	1	0	1	1	12976	27	0	59.1454	15	0	0
0.420929	DL	42	0	0	1	12	1	0	0	1	12976	27	0	58.8544	15	0	0
0.420929	DL	42	0	0	1	12	1	0	1	1	12976	27	0	58.9208	15	0	0
0.421929	DL	42	1	0	1	12	1	0	0	1	12976	27	0	58.9481	15	0	0
0.421929	DL	42	1	0	1	12	1	0	1	1	12976	27	0	59.0307	15	0	0
0.422929	DL	42	2	0	1	12	1	0	0	1	12976	27	0	59.1212	15	0	0
0.422929	DL	42	2	0	1	12	1	0	1	1	12976	27	0	59.2969	15	0	0
0.423929	DL	42	3	0	1	12	1	0	0	1	12976	27	0	59.124	15	0	0
0.423929	DL	42	3	0	1	12	1	0	1	1	12976	27	0	59.3676	15	0	0
