Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	streamId	rnti	tbSize	mcs	rv	SINR(dB)	CQI	corrupt	TBler
0.403929	DL	40	3	0	1	12	1	0	0	1	416	0	0	57.7646	15	0	0
0.404929	DL	40	4	0	1	12	1	0	0	1	416	0	0	57.4162	15	0	0
0.405929	DL	40	5	0	1	12	1	0	0	1	416	0	0	57.1659	15	0	0
0.406929	DL	40	6	0	1	12	1	0	0	1	416	0	0	57.0991	15	0	0
0.407929	DL	40	7	0	1	12	1	0	0	1	416	0	0	57.203	15	0	0
0.408929	DL	40	8	0	1	12	1	0	0	1	416	0	0	57.3618	15	0	0
0.409929	DL	40	9	0	1	12	1	0	0	1	12976	27	0	54.3124	15	0	0
0.409929	DL	40	9	0	1	12	1	0	1	1	416	0	0	52.1928	15	0	0
0.410929	DL	41	0	0	1	12	1	0	0	1	12976	27	0	53.978	15	0	0
0.410929	DL	41	0	0	1	12	1	0	1	1	416	0	0	52.5761	15	0	0
0.411929	DL	41	1	0	1	12	1	0	0	1	12976	27	0	53.5452	15	0	0
0.411929	DL	41	1	0	1	12	1	0	1	1	416	0	0	53.3643	15	0	0
0.412929	DL	41	2	0	1	12	1	0	0	1	12976	27	0	53.3033	15	0	0
0.412929	DL	41	2	0	1	12	1	0	1	1	416	0	0	54.0252	15	0	0
0.413929	DL	41	3	0	1	12	1	0	0	1	12976	27	0	53.2521	15	0	0
0.413929	DL	41	3	0	1	12	1	0	1	1	416	0	0	54.1796	15	0	0
0.414929	DL	41	4	0	1	12	1	0	0	1	12976	27	0	53.2216	15	0	0
0.414929	DL	41	4	0	1	12	1	0	1	1	416	0	0	53.696	15	0	0
0.415929	DL	41	5	0	1	12	1	0	0	1	12976	27	0	59.9988	15	0	0
0.415929	DL	41	5	0	1	12	1	0	1	1	12976	27	0	60.7185	15	0	0
0.416929	DL	41	6	0	1	12	1	0	0	1	12976	27	0	60.1824	15	0	0
0.416929	DL	41	6	0	1	12	1	0	1	1	12976	27	0	60.9328	15	0	0
0.417929	DL	41	7	0	1	12	1	0	0	1	12976	27	0	60.3646	15	0	0
0.417929	DL	41	7	0	1	12	1	0	1	1	12976	27	0	61.0342	15	0	0
0.418929	DL	41	8	0	1	12	1	0	0	1	12976	27	0	60.395	15	0	0
0.418929	DL	41	8	0	1	12	1	0	1	1	12976	27	0	60.929	15	0	0
0.419929	DL	41	9	0	1	12	1	0	0	1	12976	27	0	60.2746	15	0	0
0.419929	DL	41	9	0	1	12	1	0	1	1	12976	27	0	60.6873	15	0	0
0.420929	DL	42	0	0	1	12	1	0	0	1	12976	27	0	60.1232	15	0	0
0.420929	DL	42	0	0	1	12	1	0	1	1	12976	27	0	60.5028	15	0	0
0.421929	DL	42	1	0	1	12	1	0	0	1	12976	27	0	60.0782	15	0	0
0.421929	DL	42	1	0	1	12	1	0	1	1	12976	27	0	60.5446	15	0	0
0.422929	DL	42	2	0	1	12	1	0	0	1	12976	27	0	60.174	15	0	0
0.422929	DL	42	2	0	1	12	1	0	1	1	12976	27	0	60.7682	15	0	0
0.423929	DL	42	3	0	1	12	1	0	0	1	12976	27	0	60.3014	15	0	0
0.423929	DL	42	3	0	1	12	1	0	1	1	12976	27	0	60.9728	15	0	0
0.424929	DL	42	4	0	1	12	1	0	0	1	12976	27	0	60.3188	15	0	0
0.424929	DL	42	4	0	1	12	1	0	1	1	12976	27	0	61.0077	15	0	0
0.425929	DL	42	5	0	1	12	1	0	0	1	12976	27	0	60.1841	15	0	0
0.425929	DL	42	5	0	1	12	1	0	1	1	12976	27	0	60.8496	15	0	0
