Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	streamId	rnti	tbSize	mcs	rv	SINR(dB)	CQI	corrupt	TBler
0.403929	DL	40	3	0	1	12	1	0	0	1	416	0	0	45.6271	15	0	0
0.404929	DL	40	4	0	1	12	1	0	0	1	416	0	0	46.0573	15	0	0
0.405929	DL	40	5	0	1	12	1	0	0	1	416	0	0	46.426	15	0	0
0.406929	DL	40	6	0	1	12	1	0	0	1	416	0	0	46.726	15	0	0
0.407929	DL	40	7	0	1	12	1	0	0	1	416	0	0	46.9536	15	0	0
0.408929	DL	40	8	0	1	12	1	0	0	1	416	0	0	47.1068	15	0	0
0.409929	DL	40	9	0	1	12	1	0	0	1	12976	27	0	44.1746	15	0	0
0.409929	DL	40	9	0	1	12	1	0	1	1	416	0	0	48.1404	15	0	0
0.410929	DL	41	0	0	1	12	1	0	0	1	12976	27	0	44.1773	15	0	0
0.410929	DL	41	0	0	1	12	1	0	1	1	416	0	0	48.1169	15	0	0
0.411929	DL	41	1	0	1	12	1	0	0	1	12976	27	0	44.1047	15	0	0
0.411929	DL	41	1	0	1	12	1	0	1	1	416	0	0	48.1021	15	0	0
0.412929	DL	41	2	0	1	12	1	0	0	1	12976	27	0	43.957	15	0	0
0.412929	DL	41	2	0	1	12	1	0	1	1	416	0	0	48.0917	15	0	0
0.413929	DL	41	3	0	1	12	1	0	0	1	12976	27	0	43.7352	15	0	0
0.413929	DL	41	3	0	1	12	1	0	1	1	416	0	0	48.069	15	0	0
0.414929	DL	41	4	0	1	12	1	0	0	1	12976	27	0	43.4411	15	0	0
0.414929	DL	41	4	0	1	12	1	0	1	1	416	0	0	48.043	15	0	0
0.415929	DL	41	5	0	1	12	1	0	0	1	12976	27	0	42.7539	15	0	0
0.415929	DL	41	5	0	1	12	1	0	1	1	12976	27	0	41.7191	15	0	0
0.416929	DL	41	6	0	1	12	1	0	0	1	12976	27	0	43.1268	15	0	0
0.416929	DL	41	6	0	1	12	1	0	1	1	12976	27	0	42.2254	15	0	0
0.417929	DL	41	7	0	1	12	1	0	0	1	12976	27	0	43.2691	15	0	0
0.417929	DL	41	7	0	1	12	1	0	1	1	12976	27	0	42.2288	15	0	0
0.418929	DL	41	8	0	1	12	1	0	0	1	12976	27	0	42.9207	15	0	0
0.418929	DL	41	8	0	1	12	1	0	1	1	12976	27	0	41.7559	15	0	0
0.419929	DL	41	9	0	1	12	1	0	0	1	12976	27	0	42.3467	15	0	0
0.419929	DL	41	9	0	1	12	1	0	1	1	12976	27	0	41.2854	15	0	0
0.420929	DL	42	0	0	1	12	1	0	0	1	12976	27	0	42.2344	15	0	0
0.420929	DL	42	0	0	1	12	1	0	1	1	12976	27	0	41.3184	15	0	0
0.421929	DL	42	1	0	1	12	1	0	0	1	12976	27	0	42.7461	15	0	0
0.421929	DL	42	1	0	1	12	1	0	1	1	12976	27	0	41.7132	15	0	0
0.422929	DL	42	2	0	1	12	1	0	0	1	12976	27	0	43.2029	15	0	0
0.422929	DL	42	2	0	1	12	1	0	1	1	12976	27	0	41.9686	15	0	0
0.423929	DL	42	3	0	1	12	1	0	0	1	12976	27	0	43.1081	15	0	0
0.423929	DL	42	3	0	1	12	1	0	1	1	12976	27	0	41.8407	15	0	0
0.424929	DL	42	4	0	1	12	1	0	0	1	12976	27	0	42.5687	15	0	0
0.424929	DL	42	4	0	1	12	1	0	1	1	12976	27	0	41.4314	15	0	0
0.425929	DL	42	5	0	1	12	1	0	0	1	12976	27	0	42.2187	15	0	0
0.425929	DL	42	5	0	1	12	1	0	1	1	12976	27	0	41.0863	15	0	0
0.426929	DL	42	6	0	1	12	1	0	0	1	12976	27	0	42.5169	15	0	0
0.426929	DL	42	6	0	1	12	1	0	1	1	12976	27	0	41.1344	15	0	0
0.427929	DL	42	7	0	1	12	1	0	0	1	12976	27	0	43.0215	15	0	0
0.427929	DL	42	7	0	1	12	1	0	1	1	12976	27	0	41.5168	15	0	0
0.428929	DL	42	8	0	1	12	1	0	0	1	12976	27	0	43.1548	15	0	0
0.428929	DL	42	8	0	1	12	1	0	1	1	12976	27	0	41.8557	15	0	0
0.429929	DL	42	9	0	1	12	1	0	0	1	12976	27	0	42.8458	15	0	0
0.429929	DL	42	9	0	1	12	1	0	1	1	12976	27	0	41.8463	15	0	0
0.430929	DL	43	0	0	1	12	1	0	0	1	12976	27	0	42.4725	15	0	0
0.430929	DL	43	0	0	1	12	1	0	1	1	12976	27	0	41.4697	15	0	0
0.431929	DL	43	1	0	1	12	1	0	0	1	12976	27	0	42.4521	15	0	0
0.431929	DL	43	1	0	1	12	1	0	1	1	12976	27	0	41.0773	15	0	0
0.432929	DL	43	2	0	1	12	1	0	0	1	12976	27	0	42.6969	15	0	0
0.432929	DL	43	2	0	1	12	1	0	1	1	12976	27	0	41.1685	15	0	0
0.433929	DL	43	3	0	1	12	1	0	0	1	12976	27	0	42.8267	15	0	0
0.433929	DL	43	3	0	1	12	1	0	1	1	12976	27	0	41.6851	15	0	0
0.434929	DL	43	4	0	1	12	1	0	0	1	12976	27	0	42.6951	15	0	0
0.434929	DL	43	4	0	1	12	1	0	1	1	12976	27	0	42.0459	15	0	0
0.435929	DL	43	5	0	1	12	1	0	0	1	12976	27	0	42.4581	15	0	0
0.435929	DL	43	5	0	1	12	1	0	1	1	12976	27	0	41.873	15	0	0
0.436929	DL	43	6	0	1	12	1	0	0	1	12976	27	0	42.3411	15	0	0
0.436929	DL	43	6	0	1	12	1	0	1	1	12976	27	0	41.2799	15	0	0
0.437929	DL	43	7	0	1	12	1	0	0	1	12976	27	0	42.3869	15	0	0
0.437929	DL	43	7	0	1	12	1	0	1	1	12976	27	0	40.8853	15	0	0
0.438929	DL	43	8	0	1	12	1	0	0	1	12976	27	0	42.4805	15	0	0
0.438929	DL	43	8	0	1	12	1	0	1	1	12976	27	0	41.1841	15	0	0
0.439929	DL	43	9	0	1	12	1	0	0	1	12976	27	0	42.5323	15	0	0
0.439929	DL	43	9	0	1	12	1	0	1	1	12976	27	0	41.7297	15	0	0
0.440929	DL	44	0	0	1	12	1	0	0	1	12976	27	0	42.5155	15	0	0
0.440929	DL	44	0	0	1	12	1	0	1	1	12976	27	0	41.8586	15	0	0
